ymd,low,high,tianqi,fengxiang,fengli,aqi,aqiLevel,aqiInfo
2013/5/14,21,29,多云~阴,东南风,3-4级,,,
2013/5/15,19,24,小雨~暴雨,东风,3-4级,,,
2013/5/16,19,21,中雨~小雨,东风,4-5级,,,
2013/5/17,19,21,小到中雨~小雨,东风,4-5级~3-4级,,,
2013/5/18,19,22,小到中雨~小雨,东南风~西北风,3-4级,,,
2013/5/19,19,26,多云,北风~南风,3-4级,,,
2013/5/20,21,30,多云,南风~东南风,微风~3-4级,,,
2013/5/21,20,30,晴~多云,东南风,3-4级,,,
2013/5/22,21,29,多云,东南风,3-4级,,,
2013/5/23,21,24,小雨~阴,东风,3-4级,,,
2013/5/24,21,28,多云,东南风,3-4级,,,
2013/5/25,22,30,多云,东南风,4-5级,,,
2013/5/26,22,25,小雨~大雨,东南风,4-5级~5-6级,,,
2013/5/27,22,27,小到中雨~阴,西南风~西风,4-5级~3-4级,,,
2013/5/28,22,28,多云~晴,西风,3-4级,,,
2013/5/29,20,33,阵雨~中雨,东北风,3-4级,,,
2013/5/30,18,20,小到中雨~小雨,东北风~东风,4-5级~3-4级,,,
2013/5/31,19,23,小雨,东南风,微风,,,
2013/6/1,19,23,小雨,东北风,微风,,,
2013/6/2,18,23,阴~多云,东北风,3-4级,,,
2013/6/3,20,28,晴,东风~东南风,3-4级,,,
2013/6/4,21,26,多云,东南风,3-4级,,,
2013/6/5,22,28,阴~多云,东南风,4-5级~3-4级,,,
2013/6/6,21,28,多云~小雨,东南风,3-4级~4-5级,,,
2013/6/7,20,24,暴雨~大雨,东南风~东风,5-6级,,,
2013/6/8,20,24,~小雨,东北风,4-5级,,,
2013/6/9,20,23,小雨,西北风,3-4级,,,
2013/6/10,20,23,阴,北风,3-4级,,,
2013/6/11,20,25,小雨,西北风,3-4级,,,
2013/6/12,20,24,小雨~阴,东北风~东风,3-4级,,,
2013/6/13,20,22,小雨,东风~东南风,3-4级,,,
2013/6/14,21,23,小到中雨~小雨,东风,3-4级,,,
2013/6/15,23,27,小雨~阴,东南风,3-4级,,,
2013/6/16,25,29,阴,东风~东南风,3-4级,,,
2013/6/17,26,36,多云,南风~西南风,微风,,,
2013/6/18,26,35,小到中雨~阴,西南风,微风,,,
2013/6/19,25,33,中雨~阴,东北风,3-4级,,,
2013/6/20,24,30,阴,东北风,3-4级,,,
2013/6/21,23,31,多云,东北风,3-4级,,,
2013/6/22,25,31,多云~小雨,东风,3-4级,,,
2013/6/23,24,32,大雨~中雨,西南风,3-4级,,,
2013/6/24,24,27,中雨~小雨,东风,3-4级,,,
2013/6/25,23,28,暴雨~中雨,东南风~北风,3-4级,,,
2013/6/26,22,26,阴~大雨,东北风~东南风,3-4级~微风,,,
2013/6/27,21,24,大雨~阵雨,东风,3-4级,,,
2013/6/28,22,24,小雨,东北风~东风,3-4级,,,
2013/6/29,23,26,小雨~阴,东南风,3-4级,,,
2013/6/30,26,31,阴~多云,东南风,3-4级,,,
2013/7/1,28,35,多云,南风,3-4级,,,
2013/7/2,29,39,晴,西南风,4-5级,,,
2013/7/3,29,36,多云,西南风,3-4级,,,
2013/7/4,28,37,多云,西南风,3-4级~4-5级,,,
2013/7/5,26,36,雷雨~大雨,西南风~西北风,4-5级~3-4级,,,
2013/7/6,26,30,雷雨~阴,东南风~南风,3-4级,,,
2013/7/7,28,35,多云,西南风~南风,4-5级~3-4级,,,
2013/7/8,29,36,小雨~多云,西南风~南风,4-5级,,,
2013/7/9,29,37,晴,南风,3-4级,,,
2013/7/10,28,38,晴,南风,3-4级,,,
2013/7/11,27,38,晴,南风~东南风,微风,,,
2013/7/12,27,35,晴~多云,东南风,4-5级,,,
2013/7/13,28,33,多云,东南风,4-5级,,,
2013/7/14,28,34,多云~晴,东南风~南风,5-6级~4-5级,,,
2013/7/15,28,36,多云,南风,4-5级~3-4级,,,
2013/7/16,28,36,晴,南风,4-5级~3-4级,,,
2013/7/17,28,37,晴,南风,3-4级,,,
2013/7/18,28,35,晴,南风,4-5级,,,
2013/7/19,28,35,多云~晴,南风,4-5级,,,
2013/7/20,28,36,多云,南风,3-4级,,,
2013/7/21,28,35,雷雨~多云,南风~西南风,3-4级,,,
2013/7/22,28,35,多云~晴,西南风,3-4级,,,
2013/7/23,30,38,晴,西南风,3-4级,,,
2013/7/24,30,39,晴,西南风,3-4级,,,
2013/7/25,31,39,多云,西风~西南风,3-4级,,,
2013/7/26,30,39,多云,西南风~东南风,微风,,,
2013/7/27,29,38,多云,西南风~南风,3-4级,,,
2013/7/28,30,39,多云,西南风,3-4级,,,
2013/7/29,31,39,多云,西南风,3-4级,,,
2013/7/30,30,39,晴,西南风~南风,3-4级,,,
2013/7/31,30,39,雷雨~多云,西南风~南风,微风,,,
2013/8/1,29,38,雷雨~多云,南风,3-4级,,,
2013/8/2,29,36,多云,南风,4-5级~3-4级,,,
2013/8/3,29,35,阵雨~多云,西南风,3-4级,,,
2013/8/4,29,36,雷雨,西南风,3-4级,,,
2013/8/5,30,37,多云~晴,西南风~南风,3-4级,,,
2013/8/6,31,39,晴,西南风,3-4级,,,
2013/8/7,31,40,晴,西南风,微风~3-4级,,,
2013/8/8,31,40,晴,西南风~南风,3-4级,,,
2013/8/9,30,40,晴,南风,3-4级,,,
2013/8/10,30,39,多云~晴,南风~东南风,3-4级,,,
2013/8/11,29,38,晴,南风,3-4级,,,
2013/8/12,28,37,晴,东南风,4-5级,,,
2013/8/13,29,37,晴,东南风,4-5级,,,
2013/8/14,28,36,晴,东南风,4-5级,,,
2013/8/15,28,35,多云,东南风,4-5级,,,
2013/8/16,28,36,多云,东南风,4-5级,,,
2013/8/17,28,36,晴~多云,东南风,4-5级~3-4级,,,
2013/8/18,28,34,阵雨,东风,4-5级,,,
2013/8/19,28,34,阵雨,东风~东北风,4-5级~3-4级,,,
2013/8/20,28,34,阵雨~多云,东北风,3-4级,,,
2013/8/21,28,32,小雨,东北风,4-5级,,,
2013/8/22,28,33,小雨~阵雨,东风,5-6级~4-5级,,,
2013/8/23,28,35,多云,东南风,4-5级~3-4级,,,
2013/8/24,27,36,多云,西南风,3-4级,,,
2013/8/25,25,34,中雨~小雨,西南风~东北风,3-4级,,,
2013/8/26,25,28,小到中雨~阴,东北风,3-4级,,,
2013/8/27,27,32,多云,东风~东南风,3-4级,,,
2013/8/28,28,35,多云,南风,3-4级,,,
2013/8/29,27,36,雷雨~阵雨,南风~北风,3-4级,,,
2013/8/30,23,32,中雨~阴,北风,3-4级~4-5级,,,
2013/8/31,23,29,多云,北风,4-5级~3-4级,,,
2013/9/1,23,29,多云,东北风,4-5级,,,
2013/9/2,24,29,多云,北风,4-5级,,,
2013/9/3,23,30,多云,东北风,4-5级,,,
2013/9/4,22,29,多云,东北风,3-4级,,,
2013/9/5,21,26,小雨,东北风,微风,,,
2013/9/6,21,23,小雨,北风,微风,,,
2013/9/7,22,25,小雨~阴,东北风,微风~3-4级,,,
2013/9/8,24,29,阴~多云,东北风~东风,3-4级,,,
2013/9/9,25,32,多云,东南风,3-4级,,,
2013/9/10,25,34,多云,南风,3-4级,,,
2013/9/11,25,31,雷雨~多云,东风,微风,,,
2013/9/12,26,33,多云,东南风,微风,,,
2013/9/13,25,33,中雨~雷雨,南风,3-4级,,,
2013/9/14,24,31,阵雨~多云,南风,3-4级,,,
2013/9/15,24,31,多云~晴,东北风,3-4级,,,
2013/9/16,22,31,晴,东北风,3-4级,,,
2013/9/17,24,30,多云,东风,4-5级,,,
2013/9/18,24,31,晴,东风,3-4级,,,
2013/9/19,24,29,多云,东风,3-4级,,,
2013/9/20,25,30,多云~小雨,东风,3-4级~4-5级,,,
2013/9/21,25,28,阵雨,东风,4-5级,,,
2013/9/22,26,30,阵雨,东风,4-5级,,,
2013/9/23,25,31,多云,东南风,4-5级,,,
2013/9/24,21,32,多云~中雨,东南风~北风,3-4级~4-5级,,,
2013/9/25,20,24,阴~多云,北风,4-5级~3-4级,,,
2013/9/26,20,25,多云,北风,4-5级~3-4级,,,
2013/9/27,21,26,多云~小雨,东北风~东风,3-4级,,,
2013/9/28,20,26,小雨,南风~北风,3-4级,,,
2013/9/29,20,25,多云,西北风,3-4级,,,
2013/9/30,20,27,多云,北风,3-4级,,,
2013/10/1,20,27,多云,北风,3-4级,,,
2013/10/2,19,26,阴~多云,北风,4-5级,,,
2013/10/3,19,25,晴,北风~东北风,4-5级,,,
2013/10/4,20,26,晴,东北风,4-5级,,,
2013/10/5,22,26,多云~阵雨,北风~东北风,4-5级~5-6级,,,
2013/10/6,23,26,阵雨~大雨,东北风,5-6级,,,
2013/10/7,22,25,中雨,东风,5-6级~4-5级,,,
2013/10/8,20,23,中雨~小雨,北风,5-6级~4-5级,,,
2013/10/9,21,25,阴~多云,北风,3-4级,,,
2013/10/10,20,27,多云~晴,南风,3-4级,,,
2013/10/11,20,28,晴,西风~北风,微风~3-4级,,,
2013/10/12,19,27,晴,东风,3-4级,,,
2013/10/13,21,27,晴,东风~东南风,3-4级,,,
2013/10/14,17,28,多云~小雨,东风~北风,3-4级~4-5级,,,
2013/10/15,15,20,小雨~阴,北风,5-6级~4-5级,,,
2013/10/16,15,19,阴,北风,4-5级~3-4级,,,
2013/10/17,17,20,阴,东北风,3-4级,,,
2013/10/18,19,23,阴,北风~东北风,3-4级,,,
2013/10/19,18,23,阴~多云,东北风~北风,3-4级,,,
2013/10/20,16,23,多云~晴,北风,3-4级,,,
2013/10/21,17,22,多云,北风,3-4级,,,
2013/10/22,17,21,多云,北风,3-4级,,,
2013/10/23,16,22,晴~多云,北风,3-4级~4-5级,,,
2013/10/24,14,20,多云,北风,5-6级,,,
2013/10/25,13,18,多云,北风,4-5级,,,
2013/10/26,12,19,晴,西北风~北风,4-5级~3-4级,,,
2013/10/27,14,20,晴~多云,北风~东南风,3-4级,,,
2013/10/28,16,22,晴~多云,东南风,3-4级,,,
2013/10/29,18,23,晴~多云,东南风,3-4级,,,
2013/10/30,18,22,阴~小雨,东北风~东风,3-4级,,,
2013/10/31,18,21,小雨~多云,东北风~东风,3-4级,,,
2013/11/1,18,23,多云,东风~东南风,3-4级,,,
2013/11/2,18,23,阴,东北风,3-4级,,,
2013/11/3,15,22,阴~多云,北风,3-4级,,,
2013/11/4,14,20,晴,北风~东北风,4-5级~3-4级,,,
2013/11/5,14,20,多云,东风,3-4级,,,
2013/11/6,14,22,多云,东南风,3-4级,,,
2013/11/7,16,22,晴,无持续风向~东南风,微风~3-4级,,,
2013/11/8,18,23,晴~多云,东南风,3-4级~4-5级,,,
2013/11/9,14,26,阴~小雨,南风~北风,3-4级~4-5级,,,
2013/11/10,12,17,小雨~阴,北风,4-5级,,,
2013/11/11,13,16,阴,北风,3-4级,,,
2013/11/12,12,15,阴,北风~东北风,3-4级,,,
2013/11/13,13,18,多云~小雨,东北风~东风,3-4级,,,
2013/11/14,11,17,小雨~阴,西北风,3-4级,,,
2013/11/15,10,18,晴,西北风,3-4级,,,
2013/11/16,8,19,晴,西北风,3-4级~4-5级,,,
2013/11/17,7,15,晴,西北风,4-5级,,,
2013/11/18,6,13,晴,西北风,4-5级,,,
2013/11/19,6,14,晴,西北风,4-5级~3-4级,,,
2013/11/20,9,17,晴,西南风~东风,3-4级,,,
2013/11/21,12,19,多云,东南风~东风,3-4级,,,
2013/11/22,13,19,多云~晴,东南风,3-4级,,,
2013/11/23,11,20,晴~小雨,东南风,3-4级,,,
2013/11/24,8,19,小雨~多云,西北风,5-6级,,,
2013/11/25,6,14,晴,西北风,4-5级,,,
2013/11/26,6,15,多云~阴,西南风~西北风,3-4级~4-5级,,,
2013/11/27,2,13,阴~多云,西北风,4-5级,,,
2013/11/28,1,8,晴,西北风,4-5级,,,
2013/11/29,2,10,晴,西北风~西南风,3-4级,,,
2013/11/30,5,14,晴,西南风~西北风,3-4级,,,
2013/12/1,4,13,晴,西北风,3-4级,,,
2013/12/2,7,14,晴,西北风~南风,3-4级,,,
2013/12/3,9,17,多云~阴,东南风~西北风,3-4级,,,
2013/12/4,9,18,多云,东北风,3-4级,,,
2013/12/5,9,17,多云~晴,南风~西南风,3-4级,,,
2013/12/6,8,13,多云,西北风~东北风,3-4级,,,
2013/12/7,9,14,多云~晴,北风~东南风,3-4级,,,
2013/12/8,7,17,雾~多云,东南风~南风,3-4级,,,
2013/12/9,3,10,阴~多云,西北风,5-6级~4-5级,,,
2013/12/10,3,9,晴,西北风,3-4级,,,
2013/12/11,4,9,晴,西北风,4-5级~3-4级,,,
2013/12/12,5,12,多云,南风~北风,微风~3-4级,,,
2013/12/13,6,11,晴,东北风,3-4级,,,
2013/12/14,7,13,晴~阴,东北风,3-4级,,,
2013/12/15,6,12,阴~中雨,东北风,3-4级,,,
2013/12/16,6,8,中雨,东北风,4-5级,,,
2013/12/17,6,8,小雨,东北风,4-5级,,,
2013/12/18,3,10,多云,北风,4-5级,,,
2013/12/19,1,7,晴,西北风,4-5级,,,
2013/12/20,1,7,晴,西北风,4-5级,,,
2013/12/21,1,6,多云,西北风,4-5级,,,
2013/12/22,3,8,多云~晴,北风,3-4级,,,
2013/12/23,3,8,多云,北风,3-4级,,,
2013/12/24,3,9,多云~晴,北风,3-4级,,,
2013/12/25,3,9,多云,东北风~北风,3-4级,,,
2013/12/26,0,7,多云~阴,西北风,4-5级,,,
2013/12/27,-2,4,多云~晴,西北风,4-5级,,,
2013/12/28,-1,5,多云~晴,西北风,3-4级,,,
2013/12/29,0,6,晴,西北风~西风,3-4级,,,
2013/12/30,2,10,晴,西风,3-4级,,,
2013/12/31,4,12,晴,西风,3-4级,,,
2014/1/1,5,14,晴,西风,3-4级,,,
2014/1/2,8,16,晴~多云,东南风,3-4级,,,
2014/1/3,6,14,多云,北风,3-4级,,,
2014/1/4,3,10,多云~晴,西北风~北风,3-4级,,,
2014/1/5,5,10,晴~多云,东北风~东风,3-4级,,,
2014/1/6,8,11,多云,东南风,3-4级,,,
2014/1/7,6,12,小雨~中雨,东南风,3-4级~4-5级,,,
2014/1/8,2,8,小雨,西北风~北风,4-5级,,,
2014/1/9,0,5,多云,北风,4-5级,,,
2014/1/10,4,8,晴~阴,东风,3-4级,,,
2014/1/11,4,8,小雨,东风~东北风,3-4级,,,
2014/1/12,3,7,小雨~阴,北风,3-4级,,,
2014/1/13,2,7,多云,北风~东北风,3-4级,,,
2014/1/14,2,8,多云~晴,东北风,3-4级,,,
2014/1/15,3,8,晴,东北风,3-4级,,,
2014/1/16,3,10,多云,西北风~东南风,3-4级,,,
2014/1/17,3,11,晴,西北风,微风,,,
2014/1/18,2,9,晴,西北风~北风,3-4级,,,
2014/1/19,3,10,晴,东南风~西南风,3-4级,,,
2014/1/20,1,10,晴,西北风,4-5级,,,
2014/1/21,0,6,晴,西北风,4-5级~3-4级,,,
2014/1/22,1,6,晴,北风~东南风,3-4级,,,
2014/1/23,6,11,晴,南风,3-4级,,,
2014/1/24,8,16,晴~多云,南风,4-5级,,,
2014/1/25,6,17,多云,西南风~北风,4-5级,,,
2014/1/26,4,10,多云,东北风~东风,4-5级~3-4级,,,
2014/1/27,6,13,晴,东南风,3-4级,,,
2014/1/28,7,14,多云~阴,东北风~东南风,3-4级,,,
2014/1/29,8,14,小雨~阴,东南风~西风,3-4级,,,
2014/1/30,10,16,多云~晴,南风~东南风,3-4级,,,
2014/1/31,12,18,晴,东南风~南风,3-4级,,,
2014/2/1,12,23,晴~多云,南风,微风,,,
2014/2/2,5,19,多云~小雨,东风~东北风,微风~4-5级,,,
2014/2/3,3,10,小雨~阴,北风,4-5级,,,
2014/2/4,3,6,多云~小雨,东北风,4-5级~3-4级,,,
2014/2/5,6,8,小雨~中雨,东风,4-5级,,,
2014/2/6,5,10,中雨,东北风,4-5级,,,
2014/2/7,3,7,小雨,北风,4-5级,,,
2014/2/8,2,6,多云~阴,北风,4-5级,,,
2014/2/9,0,4,雨夹雪~阴,北风,4-5级,,,
2014/2/10,-1,2,小雪~阴,北风,4-5级,,,
2014/2/11,2,4,多云~小雨,北风,4-5级~3-4级,,,
2014/2/12,3,5,雨夹雪,北风~东北风,4-5级,,,
2014/2/13,4,7,小雨~阴,北风,4-5级,,,
2014/2/14,2,8,多云~晴,北风,4-5级,,,
2014/2/15,5,9,多云~阴,东北风~东南风,3-4级,,,
2014/2/16,7,9,中雨,东南风~北风,3-4级,,,
2014/2/17,5,9,小雨,东北风,3-4级,,,
2014/2/18,3,6,中雨~雨夹雪,北风,4-5级,,,
2014/2/19,1,5,小雨~多云,西北风,3-4级,,,
2014/2/20,2,9,晴,西北风~东北风,3-4级~微风,,,
2014/2/21,3,10,晴~多云,东风,3-4级,,,
2014/2/22,5,11,多云,东风,3-4级,,,
2014/2/23,6,12,多云,东风,3-4级,,,
2014/2/24,8,12,小雨~中雨,东风,3-4级,,,
2014/2/25,9,12,中雨~小雨,东风~南风,4-5级~3-4级,,,
2014/2/26,7,11,小雨~阴,西北风,4-5级~3-4级,,,
2014/2/27,8,14,多云~小雨,北风,微风,,,
2014/2/28,6,11,小雨~中雨,东北风~东风,微风~3-4级,,,
2014/3/1,4,9,小雨,东北风,4-5级,,,
2014/3/2,7,11,阴,北风~东北风,4-5级~3-4级,,,
2014/3/3,9,13,多云~小雨,东风,4-5级,,,
2014/3/4,6,11,小雨~多云,东北风~北风,3-4级~4-5级,,,
2014/3/5,5,10,多云~阴,北风~东北风,3-4级,,,
2014/3/6,4,8,小雨~多云,东北风,3-4级,,,
2014/3/7,6,11,晴~小雨,东风,3-4级,,,
2014/3/9,4,13,晴,北风~东北风,3-4级,,,
2014/3/10,6,14,晴,东风~东南风,3-4级,,,
2014/3/11,10,15,晴~小雨,东南风,4-5级,,,
2014/3/12,6,16,小雨,南风~北风,3-4级~4-5级,,,
2014/3/13,4,11,多云~晴,北风~西风,4-5级~3-4级,,,
2014/3/14,8,15,晴,西风~西南风,3-4级,,,
2014/3/15,10,19,晴,西南风~南风,3-4级,,,
2014/3/16,13,21,晴~阵雨,南风~东南风,3-4级,,,
2014/3/17,13,22,多云~晴,南风,3-4级,,,
2014/3/18,10,25,晴~小雨,西风~东北风,微风~3-4级,,,
2014/3/19,8,14,小雨,东风~东北风,3-4级~4-5级,,,
2014/3/20,5,13,多云,北风,4-5级~3-4级,,,
2014/3/21,5,14,晴,北风~南风,3-4级,,,
2014/3/22,8,17,晴,南风~东南风,3-4级,,,
2014/3/23,11,17,晴~多云,东南风,4-5级,,,
2014/3/24,14,20,多云~小雨,南风,3-4级,,,
2014/3/25,15,18,中雨~小雨,南风~西风,3-4级,,,
2014/3/26,13,21,多云,西北风~东北风,3-4级,,,
2014/3/27,13,20,晴~阴,东南风,3-4级~4-5级,,,
2014/3/28,14,18,小雨~中雨,东南风~南风,4-5级~3-4级,,,
2014/3/29,12,20,中雨~阴,北风~东北风,4-5级~3-4级,,,
2014/3/30,11,19,多云,西北风~东北风,3-4级,,,
2014/3/31,12,17,阴,东风,3-4级,,,
2014/4/1,12,19,多云,东风,3-4级,,,
2014/4/2,13,18,小雨,东风,3-4级,,,
2014/4/3,9,19,小雨~多云,北风,4-5级~3-4级,,,
2014/4/4,10,18,晴,西北风,3-4级,,,
2014/4/5,8,21,晴,东北风,4-5级~3-4级,,,
2014/4/6,12,17,多云~小雨,东南风,3-4级,,,
2014/4/7,12,18,阴,东南风,3-4级,,,
2014/4/8,14,21,小雨~多云,东风,3-4级,,,
2014/4/9,13,23,晴~多云,东南风,3-4级,,,
2014/4/10,14,25,多云,东南风,3-4级,,,
2014/4/11,14,21,阴~大雨,东南风,4-5级,,,
2014/4/12,14,18,中雨~小雨,东南风~北风,4-5级,,,
2014/4/13,12,17,小雨~多云,东北风,4-5级~3-4级,,,
2014/4/14,12,21,晴,东北风~东南风,3-4级,,,
2014/4/15,14,21,多云~小雨,东南风,4-5级,,,
2014/4/16,17,18,中雨~小雨,东南风,4-5级,,,
2014/4/17,15,20,中雨~阴,北风~东北风,微风,,,
2014/4/18,13,18,多云~小雨,东北风,3-4级,,,
2014/4/19,13,15,小雨,东风,4-5级,,,
2014/4/20,13,18,多云~小雨,东北风,3-4级,,,
2014/4/21,12,16,小雨,东北风,3-4级,,,
2014/4/22,13,18,多云~晴,东北风~东风,微风~3-4级,,,
2014/4/23,14,23,晴~多云,东南风,3-4级,,,
2014/4/24,16,23,多云,东南风,4-5级,,,
2014/4/25,17,24,小雨~中雨,东南风,4-5级,,,
2014/4/26,16,19,大雨~中雨,东南风,4-5级,,,
2014/4/27,15,20,小雨,西北风,3-4级,,,
2014/4/28,13,20,阴~多云,西北风,4-5级~3-4级,,,
2014/4/29,13,23,晴,西北风~西风,3-4级,,,
2014/4/30,16,24,晴,西风~南风,3-4级,,,
2014/5/1,18,27,晴,南风,3-4级,,,
2014/5/2,17,30,多云~阴,西南风~东北风,3-4级,,,
2014/5/3,15,20,多云~阴,东风~东南风,3-4级,,,
2014/5/4,13,20,小雨~阴,东南风~北风,3-4级~4-5级,,,
2014/5/5,13,21,多云~晴,东北风~东风,3-4级,,,
2014/5/6,15,23,晴,东南风~南风,3-4级,,,
2014/5/7,17,25,晴,南风,4-5级,,,
2014/5/8,16,27,多云~晴,东北风~东风,3-4级,,,
2014/5/9,17,22,多云~小雨,东风~东南风,3-4级,,,
2014/5/10,19,21,小雨,东南风,4-5级,,,
2014/5/11,17,24,小雨~阴,南风~西北风,4-5级~3-4级,,,
2014/5/12,17,27,多云,西风~东南风,3-4级,,,
2014/5/13,19,26,小雨~中雨,东南风,3-4级,,,
2014/5/14,19,26,小雨~多云,北风,3-4级,,,
2014/5/15,17,27,多云~晴,东北风~东南风,3-4级,,,
2014/5/16,18,27,多云~阵雨,东南风,3-4级,,,
2014/5/17,18,21,小雨,东南风,3-4级,,,
2014/5/18,17,19,小雨~阴,东风,3-4级,,,
2014/5/19,19,22,小雨,东风,3-4级,,,
2014/5/20,18,26,多云~晴,北风,3-4级,,,
2014/5/21,20,30,晴~阴,南风~东南风,3-4级,,,
2014/5/22,19,28,多云~晴,东南风,3-4级,,,
2014/5/23,20,27,晴~多云,东南风,4-5级,,,
2014/5/24,22,26,多云~小雨,东南风~南风,4-5级~3-4级,,,
2014/5/25,23,28,中雨~阴,西南风~西北风,3-4级,,,
2014/5/26,23,32,晴,西北风~南风,3-4级,,,
2014/5/27,24,34,晴,西南风,3-4级,,,
2014/5/28,23,34,晴~多云,西北风~东南风,3-4级,,,
2014/5/29,23,32,晴~多云,东南风,3-4级,,,
2014/5/30,22,34,晴~多云,南风,3-4级,,,
2014/5/31,22,29,多云~小雨,东南风,4-5级,,,
2014/6/1,21,23,大雨~中雨,东南风,4-5级,,,
2014/6/2,20,27,阴,西风~西北风,4-5级,,,
2014/6/3,20,25,阴,西北风,4-5级,,,
2014/6/4,20,26,阴~多云,西北风,3-4级,,,
2014/6/5,21,26,多云,北风,3-4级,,,
2014/6/6,21,29,多云,东风~东南风,3-4级,,,
2014/6/7,22,30,多云,东南风,3-4级,,,
2014/6/8,22,29,多云,东风~东南风,3-4级,,,
2014/6/9,21,27,多云,东南风,3-4级,,,
2014/6/10,21,27,多云~阴,东北风,3-4级,,,
2014/6/11,20,28,多云,东北风,3-4级,,,
2014/6/12,21,29,多云~晴,北风~南风,3-4级,,,
2014/6/13,22,32,多云,西南风~东南风,3-4级,,,
2014/6/14,23,32,多云,东南风,3-4级,,,
2014/6/15,23,32,阴~阵雨,东南风,3-4级,,,
2014/6/16,23,26,小雨~中雨,东风,4-5级~3-4级,,,
2014/6/17,22,25,小雨~阴,北风~东北风,3-4级,,,
2014/6/18,22,26,阴~多云,东北风~东风,3-4级,,,
2014/6/19,23,28,多云~小雨,东南风,3-4级,,,
2014/6/20,23,25,小雨~中雨,东南风,4-5级~3-4级,,,
2014/6/21,22,24,大雨~小雨,东北风,3-4级,,,
2014/6/22,21,25,阴,东北风,3-4级,,,
2014/6/23,21,24,小雨~多云,东风~东南风,3-4级,,,
2014/6/24,23,29,多云~阴,东南风,3-4级,,,
2014/6/25,21,25,中雨~大雨,东南风~东风,3-4级~4-5级,,,
2014/6/26,21,23,大雨~中雨,东风~东北风,3-4级,,,
2014/6/27,21,25,小雨~阴,东北风,3-4级,,,
2014/6/28,23,28,阴,西南风~南风,微风,,,
2014/6/29,23,30,阴,南风,3-4级,,,
2014/6/30,22,26,小雨,东南风,3-4级,,,
2014/7/1,22,24,小雨~中雨,东南风,3-4级,,,
2014/7/2,22,26,大雨~小雨,南风~西北风,3-4级,,,
2014/7/3,23,29,多云,北风~东南风,3-4级,,,
2014/7/4,23,27,小雨,东南风,3-4级,,,
2014/7/5,23,27,大雨,东南风~南风,4-5级,,,
2014/7/6,23,29,阴,西北风,3-4级,,,
2014/7/7,24,30,多云,东北风,3-4级,,,
2014/7/8,24,30,多云~小雨,东北风~北风,4-5级,,,
2014/7/9,25,31,多云,北风~西北风,5-6级~4-5级,,,
2014/7/10,26,34,阵雨~多云,西北风,3-4级,,,
2014/7/11,26,35,雷雨~多云,东南风~南风,3-4级,,,
2014/7/12,24,33,大雨,西南风,微风,,,
2014/7/13,23,26,小雨,西北风~东北风,3-4级,,,
2014/7/14,24,30,多云~阵雨,南风~东南风,3-4级,,,
2014/7/15,23,25,大到暴雨~小雨,东南风,3-4级,,,
2014/7/16,26,31,阵雨~小雨,南风,微风,,,
2014/7/17,26,34,多云,东南风,4-5级,,,
2014/7/18,27,34,多云,东南风,3-4级,,,
2014/7/19,27,33,多云,东南风,3-4级,,,
2014/7/20,27,35,晴~多云,东南风,3-4级,,,
