ymd,low,high,tianqi,fengxiang,fengli,aqi,aqiLevel,aqiInfo
2014/7/21,27,35,晴,东南风,3-4级,,,
2014/7/22,27,35,晴~多云,东南风,3-4级,,,
2014/7/23,28,34,多云~小雨,东南风,3-4级~4-5级,,,
2014/7/24,28,33,多云~小雨,东南风,5-6级~6-7级,,,
2014/7/25,27,30,阵雨~多云,西南风,4-5级~3-4级,,,
2014/7/26,27,32,阵雨~雷雨,东北风~南风,3-4级,,,
2014/7/27,27,32,阵雨~大雨,东南风~南风,3-4级,,,
2014/7/28,27,31,阴~中雨,北风~东南风,微风,,,
2014/7/29,27,34,多云,东南风,3-4级,,,
2014/7/30,27,35,多云~晴,东南风~东风,3-4级,,,
2014/7/31,26,34,阵雨~多云,东风~东北风,3-4级~4-5级,,,
2014/8/1,26,28,阵雨~大雨,东北风~北风,5-6级,,,
2014/8/2,26,28,阴~小雨,西北风,5-6级~4-5级,,,
2014/8/3,27,34,多云~阵雨,西风,3-4级,,,
2014/8/4,28,36,晴,西南风~东南风,3-4级,,,
2014/8/5,28,35,晴,东南风,3-4级,,,
2014/8/6,27,35,多云,东南风,3-4级,,,
2014/8/7,26,34,多云,东风~东北风,3-4级,,,
2014/8/8,26,30,阵雨,东北风,3-4级,,,
2014/8/9,25,28,阵雨,东北风~北风,微风,,,
2014/8/10,25,28,阴~阵雨,西北风~北风,3-4级,,,
2014/8/11,25,30,阴~多云,东北风,3-4级,,,
2014/8/12,24,28,小雨,东北风~东风,3-4级,,,
2014/8/13,24,30,中雨,东风,3-4级,,,
2014/8/14,25,28,小雨,东北风,4-5级,,,
2014/8/15,24,28,多云,北风~东北风,3-4级,,,
2014/8/16,23,30,中雨,东风,3-4级,,,
2014/8/17,23,25,小雨,东北风~西北风,4-5级,,,
2014/8/18,22,26,大雨,北风~东北风,3-4级,,,
2014/8/19,21,24,中到大雨,北风~东北风,3-4级,,,
2014/8/20,21,24,阴,北风~西北风,4-5级,,,
2014/8/21,24,30,多云,西风~东南风,3-4级,,,
2014/8/22,25,31,阴,东南风,3-4级,,,
2014/8/23,26,32,阴,东南风~南风,3-4级,,,
2014/8/24,25,34,中雨,南风~西南风,3-4级,,,
2014/8/25,25,30,多云,西北风~北风,3-4级,,,
2014/8/26,24,30,阵雨,东北风,3-4级,,,
2014/8/27,23,25,阵雨~中雨,东风~东北风,3-4级,,,
2014/8/28,24,29,阴~小雨,东北风~西北风,3-4级,,,
2014/8/29,23,27,中雨~阴,东北风,3-4级,,,
2014/8/30,24,29,多云~阴,东北风~东风,3-4级,,,
2014/8/31,24,29,阵雨~中雨,东风~东南风,3-4级,,,
2014/9/1,24,30,阴,西风,4-5级~3-4级,,,
2014/9/2,24,31,多云~中雨,西风,3-4级,,,
2014/9/3,21,25,小到中雨~多云,西北风~西风,4-5级~3-4级,,,
2014/9/4,23,28,多云,西北风~东风,3-4级,,,
2014/9/5,24,30,多云~阵雨,东风,3-4级,,,
2014/9/6,23,30,多云,东北风,3-4级,,,
2014/9/7,23,29,多云,东北风,3-4级,,,
2014/9/8,23,29,多云,东北风~东风,3-4级,,,
2014/9/9,24,29,多云~小雨,东风,3-4级,,,
2014/9/10,23,29,小雨~阴,东风,3-4级,,,
2014/9/11,23,28,多云~小雨,东北风~东风,3-4级,,,
2014/9/12,23,27,阵雨~大雨,东风,4-5级~3-4级,,,
2014/9/13,22,25,小雨,东北风,4-5级,,,
2014/9/14,23,28,阴~多云,东北风,3-4级,,,
2014/9/15,23,28,多云,东北风,3-4级,,,
2014/9/16,23,27,阴,东风,3-4级,,,
2014/9/17,22,28,阴~阵雨,东风,3-4级,,,
2014/9/18,20,23,大雨~中雨,东风~东北风,3-4级,,,
2014/9/19,19,21,小雨,东北风,3-4级,,,
2014/9/20,21,27,多云,北风~东北风,3-4级,,,
2014/9/21,23,27,多云~小雨,东北风,4-5级,,,
2014/9/22,22,25,中雨~大雨,东北风,6-7级~5-6级,,,
2014/9/23,22,26,中雨~小雨,东北风~东南风,6-7级~5-6级,,,
2014/9/24,21,25,小雨~多云,西北风,4-5级~3-4级,,,
2014/9/25,21,27,多云,北风~东北风,3-4级,,,
2014/9/26,23,28,多云,东南风,3-4级,,,
2014/9/27,23,28,多云,东南风,3-4级,,,
2014/9/28,24,29,晴~阴,东南风~南风,3-4级,,,
2014/9/29,21,31,雷雨~阵雨,西南风~西北风,3-4级~4-5级,,,
2014/9/30,19,23,小雨~多云,北风~东北风,4-5级~3-4级,,,
2014/10/1,18,25,多云,北风~东北风,3-4级,,,
2014/10/2,20,26,多云,西北风~北风,3-4级,,,
2014/10/3,18,26,多云,北风,3-4级~4-5级,,,
2014/10/4,19,26,晴,北风,4-5级,,,
2014/10/5,18,27,晴,北风,4-5级,,,
2014/10/6,17,24,多云,北风,4-5级~3-4级,,,
2014/10/7,18,24,多云,北风~东北风,3-4级,,,
2014/10/8,18,25,多云,东北风,3-4级,,,
2014/10/9,20,25,多云,东北风,3-4级,,,
2014/10/10,21,26,多云,东北风,3-4级,,,
2014/10/11,20,26,多云,东北风,3-4级~4-5级,,,
2014/10/12,17,25,阴,北风,5-6级,,,
2014/10/13,14,21,多云,西北风,5-6级~4-5级,,,
2014/10/14,13,21,晴,西北风,3-4级,,,
2014/10/15,15,22,晴~多云,西风,微风,,,
2014/10/16,17,24,多云,北风~东北风,微风,,,
2014/10/17,17,24,多云~晴,东南风,微风,,,
2014/10/18,19,25,晴~多云,东南风,3-4级,,,
2014/10/19,20,27,多云~晴,东南风,3-4级,,,
2014/10/20,20,28,多云~晴,南风,微风,,,
2014/10/21,18,26,阵雨~阴,北风,3-4级,,,
2014/10/22,15,23,晴,北风~东北风,3-4级~微风,,,
2014/10/23,16,23,晴,东北风~东南风,微风,,,
2014/10/24,17,25,晴,东南风,微风,,,
2014/10/25,18,25,晴,东南风,微风,,,
2014/10/26,17,27,晴~多云,东南风~东北风,微风,,,
2014/10/27,16,21,多云,东北风,3-4级~微风,,,
2014/10/28,17,21,多云~阴,东风,微风,,,
2014/10/29,19,22,小雨,东风~东南风,微风,,,
2014/10/30,19,21,中雨,东南风,微风,,,
2014/10/31,19,22,小雨~阴,西风~西北风,微风,,,
2014/11/1,15,21,小雨,西北风,微风~3-4级,,,
2014/11/2,11,18,阴~多云,西北风,3-4级~微风,,,
2014/11/3,11,17,晴,西北风~东北风,微风,,,
2014/11/4,13,18,晴,东北风~东风,微风~3-4级,,,
2014/11/5,16,21,多云~阴,东南风~北风,微风,,,
2014/11/6,14,21,多云,北风~东北风,3-4级,,,
2014/11/7,13,19,多云~小雨,东北风,微风,,,
2014/11/8,13,15,小雨,东北风,3-4级,,,
2014/11/9,14,18,多云~阴,东北风,微风,,,
2014/11/10,13,18,多云,东北风,微风,,,
2014/11/11,12,18,多云,西北风,微风~3-4级,,,
2014/11/12,9,18,晴~多云,西北风,3-4级,,,
2014/11/13,8,14,多云~晴,西北风,微风,,,
2014/11/14,10,16,晴,东北风~东风,微风,,,
2014/11/15,14,17,多云~小雨,东风,微风,,,
2014/11/16,10,16,阴~多云,西北风,微风,,,
2014/11/17,10,15,晴~多云,西北风,3-4级,,,
2014/11/18,10,15,多云,北风~东北风,微风,,,
2014/11/19,12,17,多云,东北风~东风,微风,,,
2014/11/20,13,19,晴,东南风,微风,,,
2014/11/21,15,21,晴~多云,东南风~东风,微风,,,
2014/11/22,16,20,多云~小雨,东风,微风,,,
2014/11/23,16,21,多云~阴,东南风,微风,,,
2014/11/24,12,23,阵雨~小雨,南风~北风,微风,,,
2014/11/25,11,15,小雨~阴,北风,微风,,,
2014/11/26,11,17,晴,北风~东南风,微风,,,
2014/11/27,12,18,多云~小雨,东南风,3-4级,,,
2014/11/28,13,17,阴~小雨,西北风~东北风,3-4级~微风,,,
2014/11/29,14,17,小雨~中雨,东风~东南风,微风~3-4级,,,
2014/11/30,7,16,阴~小雨,西北风,3-4级~4-5级,,,
2014/12/1,2,10,多云~晴,西北风,3-4级,,,
2014/12/2,2,9,晴,北风,微风,,,
2014/12/3,2,9,小雨,东北风~西北风,微风~3-4级,,,
2014/12/4,1,7,晴,西北风,3-4级,,,
2014/12/5,1,7,晴,西北风,3-4级,,,
2014/12/6,3,10,晴~多云,西北风~东南风,微风,,,
2014/12/7,5,13,阴~多云,东南风~西北风,微风,,,
2014/12/8,6,9,晴~多云,北风,3-4级,,,
2014/12/9,9,12,多云~小雨,东北风~东风,微风,,,
2014/12/10,7,13,小雨,西北风,3-4级,,,
2014/12/11,3,9,多云,西北风,3-4级,,,
2014/12/12,1,8,晴,西北风,3-4级~微风,,,
2014/12/13,2,7,晴,西北风,微风,,,
2014/12/14,3,10,晴~多云,西风~东南风,微风,,,
2014/12/15,3,12,多云,西北风,微风~3-4级,,,
2014/12/16,-1,6,晴,西北风,4-5级~3-4级,,,
2014/12/17,0,6,晴,西北风,3-4级~微风,,,
2014/12/18,3,9,晴~多云,东北风~东南风,微风,,,
2014/12/19,4,11,阴~多云,西南风~西北风,微风,,,
2014/12/20,2,9,晴,西北风~北风,微风,,,
2014/12/21,0,6,多云~晴,西北风,微风,,,
2014/12/22,1,7,晴,西北风~东南风,微风,,,
2014/12/23,4,12,晴~多云,东南风~西北风,微风,,,
2014/12/24,6,12,晴~多云,西北风~北风,微风,,,
2014/12/25,5,9,多云~阴,东北风,微风,,,
2014/12/26,6,10,多云~阴,东北风,微风,,,
2014/12/27,6,11,多云~阴,东北风,微风,,,
2014/12/28,5,11,多云~晴,西风~西北风,微风,,,
2014/12/29,5,12,晴,西风,微风,,,
2014/12/30,6,15,晴,西风,微风,,,
2014/12/31,0,11,晴,西北风,4-5级~3-4级,,,
2015/1/1,-1,4,晴,西北风,3-4级~微风,,,
2015/1/2,0,8,晴~多云,西风~西南风,微风,,,
2015/1/3,4,11,多云~晴,南风,微风,,,
2015/1/4,5,16,晴,西南风~东南风,微风,,,
2015/1/5,9,19,多云~小雨,南风~西北风,微风,,,
2015/1/6,3,9,小雨,北风,微风,,,
2015/1/7,2,7,多云~晴,西北风,微风,,,
2015/1/8,1,8,晴~多云,西北风,微风,,,
2015/1/9,3,11,晴,西风~西北风,微风,,,
2015/1/10,5,13,多云~晴,西风,微风,,,
2015/1/11,5,13,晴~多云,北风~东北风,微风,,,
2015/1/12,6,9,多云~阴,东北风,微风,,,
2015/1/13,7,10,小雨~中雨,东北风,微风,,,
2015/1/14,6,9,小雨~阴,北风,微风,,,
2015/1/15,4,9,小雨~多云,西北风,微风,,,
2015/1/16,4,10,多云,西北风~北风,微风,,,
2015/1/17,3,7,多云,北风~东北风,微风,,,
2015/1/18,3,10,多云~晴,西风~西北风,微风,,,
2015/1/19,4,10,晴~多云,西北风~东北风,微风,,,
2015/1/20,7,11,阴~小雨,东南风~南风,微风,,,
2015/1/21,3,14,多云,西风~西北风,微风,,,
2015/1/22,2,8,阴~多云,西北风,微风,,,
2015/1/23,4,10,晴,东南风,微风,,,
2015/1/24,7,15,多云,东南风,微风,,,
2015/1/25,8,15,小雨,西北风,微风,,,
2015/1/26,5,11,小雨,北风,微风,,,
2015/1/27,3,7,小雨~雨夹雪,东北风,3-4级,,,
2015/1/28,3,5,雨夹雪~小雨,东北风,微风,,,
2015/1/29,2,6,小雨,东北风~北风,微风,,,
2015/1/30,2,5,阴~多云,北风,3-4级~微风,,,
2015/1/31,3,6,多云~阴,西北风~北风,微风,,,
2015/2/1,4,7,阴~小雨,东北风,微风,,,
2015/2/2,5,8,小雨,东北风,微风,,,
2015/2/3,4,8,阴,北风~西北风,微风,,,
2015/2/4,2,9,多云~晴,西北风,微风~3-4级,,,
2015/2/5,1,6,晴,西北风,微风,,,
2015/2/6,2,8,多云~晴,西南风~东南风,微风,,,
2015/2/7,3,11,多云~阴,西风~北风,微风~3-4级,,,
2015/2/8,-1,5,多云,北风,3-4级~微风,,,
2015/2/9,0,5,晴,北风,微风,,,
2015/2/10,2,10,晴~多云,南风,微风,,,
2015/2/11,4,15,晴~多云,西风~西北风,微风,,,
2015/2/12,5,12,晴~多云,西北风~东风,微风,,,
2015/2/13,6,13,晴~多云,东南风,微风,,,
2015/2/14,8,17,多云~小雨,东南风~南风,微风,,,
2015/2/15,12,17,小雨,南风~西风,微风,,,
2015/2/16,6,14,多云~晴,西北风,微风,,,
2015/2/17,5,14,晴,东北风,微风,,,
2015/2/18,4,12,晴,北风,微风,,,
2015/2/19,5,11,晴~多云,东北风~东南风,微风,,,
2015/2/20,10,12,小雨~中雨,东南风~南风,3-4级,,,
2015/2/21,8,11,小雨~阴,西北风,微风,,,
2015/2/22,6,10,多云~小雨,西北风~东北风,微风,,,
2015/2/23,5,10,阴~小雨,东北风~东风,微风,,,
2015/2/24,7,11,小雨,东风~东南风,微风,,,
2015/2/25,7,10,小雨,东风~东北风,微风,,,
2015/2/26,6,11,阴~小雨,东北风,微风,,,
2015/2/27,4,7,中雨,东北风~东风,3-4级,,,
2015/2/28,3,7,中雨~小雨,东北风,微风,,,
2015/3/1,4,9,多云,西北风,微风,,,
2015/3/2,5,12,多云~小雨,东南风,微风,,,
2015/3/3,4,13,多云~阴,西北风~北风,3-4级~微风,,,
2015/3/4,3,8,阴~雨夹雪,北风~东北风,微风,,,
2015/3/5,4,7,雨夹雪~小雨,东北风,微风,,,
2015/3/6,5,9,阴,东北风,微风,,,
2015/3/7,7,10,多云~阴,东北风~东风,微风,,,
2015/3/8,8,11,小雨,东南风~北风,微风,,,
2015/3/9,2,11,阴~多云,北风,3-4级,,,
2015/3/10,2,7,多云,北风,微风,,,
2015/3/11,4,10,多云,东南风~南风,微风,,,
2015/3/12,7,16,晴,南风,微风,,,
2015/3/13,9,20,晴~多云,南风,微风,,,
2015/3/14,10,15,小雨~中雨,东北风~东风,微风,,,
2015/3/15,10,13,小雨,东风,微风,,,
2015/3/16,12,15,小雨~多云,东南风,微风,,,
2015/3/17,13,20,小雨~中雨,东南风~南风,微风,,,
2015/3/18,11,18,小雨,西北风,微风,,,
2015/3/19,10,16,阴~小雨,北风~东北风,微风,,,
2015/3/20,9,13,小雨,东北风,微风,,,
2015/3/21,11,20,多云,西北风,微风,,,
2015/3/22,10,20,晴~多云,东风,微风,,,
2015/3/23,9,15,多云,东风,微风,,,
2015/3/24,9,16,晴~多云,东风,微风,,,
2015/3/25,9,16,晴~多云,东风,微风,,,
2015/3/26,10,17,多云~小雨,东风,微风,,,
2015/3/27,9,13,小雨~多云,东北风,微风,,,
2015/3/28,12,19,多云,南风,微风,,,
2015/3/29,13,24,多云~中雨,南风~东南风,微风,,,
2015/3/30,14,17,小雨~阴,东南风~南风,3-4级~微风,,,
2015/3/31,17,28,多云,南风~东南风,微风,,,
2015/4/1,16,26,多云~阴,东风~南风,微风~3-4级,,,
2015/4/2,15,31,中雨~小雨,南风~西北风,3-4级~微风,,,
2015/4/3,13,16,小雨,东北风~东风,微风,,,
2015/4/4,13,18,阵雨,东南风~北风,微风,,,
2015/4/5,11,16,中雨,东北风,微风,,,
2015/4/6,8,13,小雨,东北风~北风,3-4级,,,
2015/4/7,6,10,小雨,东北风,微风,,,
2015/4/8,7,13,多云,东北风,微风,,,
2015/4/9,9,15,多云,东风,微风,,,
2015/4/10,10,17,多云,东北风,微风,,,
2015/4/11,11,19,晴~多云,东风,微风,,,
2015/4/12,10,20,多云~阵雨,南风~西北风,微风,,,
2015/4/13,8,15,小雨,西北风,3-4级,,,
2015/4/14,9,14,阴~多云,西北风~西南风,4-5级~微风,,,
2015/4/15,15,23,晴~多云,西南风,微风,,,
2015/4/16,13,23,多云,西北风~东北风,微风,,,
2015/4/17,15,20,多云~阴,东南风,3-4级~微风,,,
2015/4/18,18,26,多云~阵雨,南风,微风,,,
2015/4/19,14,24,阵雨~大雨,南风~北风,微风~3-4级,,,
2015/4/20,10,15,小雨~多云,北风,3-4级~微风,,,
2015/4/21,12,20,晴,东北风~东南风,微风,,,
2015/4/22,14,25,晴~多云,西南风~南风,微风,,,
2015/4/23,14,25,多云,东南风,微风,,,
2015/4/24,14,23,多云,东南风,微风,,,
2015/4/25,15,27,晴,东南风,微风,,,
2015/4/26,17,27,晴~多云,东南风,微风,,,
2015/4/27,19,26,多云,东南风,微风,,,
2015/4/28,20,31,多云~雷雨,南风~西北风,微风,,,
2015/4/29,15,22,阴~多云,西北风~北风,微风,,,
2015/4/30,17,26,晴~多云,北风~东北风,微风,,,
2015/5/1,17,25,多云~阴,东南风,微风,,,
2015/5/2,16,24,大雨~小雨,东南风~西北风,3-4级,,,
2015/5/3,15,23,多云,西北风~北风,微风,,,
2015/5/4,15,25,多云,北风~东北风,微风,,,
2015/5/5,16,24,晴~阴,东南风,微风,,,
2015/5/6,17,23,阴,东南风,微风,,,
2015/5/7,17,27,晴~多云,东南风,微风,,,
2015/5/8,17,25,阵雨~小雨,东南风,微风,,,
2015/5/9,16,21,阴~多云,东北风~东风,微风,,,
2015/5/10,17,24,多云~小雨,东南风,微风,,,
2015/5/11,15,21,中雨~多云,南风~西北风,3-4级,,,
2015/5/12,17,27,晴,西风~西南风,3-4级~微风,,,
2015/5/13,21,30,晴~多云,南风,微风,,,
2015/5/14,20,27,阵雨,西南风,微风,,,
2015/5/15,18,27,大雨~小雨,西南风~东北风,微风,,,
2015/5/16,16,24,多云,东北风~东风,微风,,,
2015/5/17,18,25,多云~阵雨,东风~东南风,微风,,,
2015/5/18,20,24,阵雨~阴,南风~东北风,微风,,,
2015/5/19,17,28,多云,东南风,微风,,,
2015/5/20,17,26,多云,东北风~东风,微风,,,
2015/5/21,17,25,晴,东风,微风,,,
2015/5/22,19,26,晴~阴,东南风,微风,,,
2015/5/23,19,24,阴~多云,东风,微风,,,
2015/5/24,18,24,阴~多云,东南风,微风,,,
2015/5/25,19,27,多云~晴,东风~东南风,微风,,,
2015/5/26,20,26,多云~阴,东南风,微风,,,
2015/5/27,20,24,阵雨,东南风,微风,,,
2015/5/28,21,25,阴~小雨,东北风~东风,微风,,,
2015/5/29,20,24,小雨~中雨,东南风,微风,,,
2015/5/30,19,25,阴~多云,东北风,微风,,,
2015/5/31,20,27,多云~晴,东风~东南风,微风,,,
2015/6/1,22,29,晴~阵雨,东南风,微风,,,
2015/6/2,21,25,暴雨~大雨,南风~北风,微风,,,
2015/6/3,20,25,阴~多云,东北风,微风,,,
2015/6/4,19,26,多云~小雨,东南风~南风,微风,,,
2015/6/5,20,28,多云~晴,西风~南风,微风,,,
2015/6/6,22,30,晴~多云,南风~东南风,微风,,,
2015/6/7,21,26,阵雨~大雨,东南风,微风,,,
2015/6/8,20,24,中雨~小雨,东北风,微风,,,
2015/6/9,21,25,阴~阵雨,东风~东南风,微风,,,
2015/6/10,23,26,小雨~阴,东南风~西南风,微风,,,
2015/6/11,23,31,多云,西南风,微风,,,
2015/6/12,24,34,多云,西南风,微风,,,
2015/6/13,24,31,多云~阴,西南风,微风,,,
2015/6/14,23,30,阴~中雨,西南风~南风,微风,,,
2015/6/15,22,27,小雨~中雨,东风~东北风,微风,,,
2015/6/16,21,23,大雨~暴雨,东风,微风,,,
2015/6/17,20,24,大雨~阴,北风~东北风,微风,,,
2015/6/18,20,24,小雨~多云,东北风,微风,,,
2015/6/19,21,28,多云,东北风~东南风,微风,,,
2015/6/20,22,29,多云~阴,东南风,微风,,,
2015/6/21,21,27,小雨,东南风,微风,,,
2015/6/22,21,24,小雨~阴,东风,微风,,,
2015/6/23,24,29,阴~阵雨,东北风~东风,微风,,,
2015/6/24,25,31,中雨~小雨,东风~东南风,微风,,,
2015/6/25,24,35,阵雨~中雨,西南风~西风,微风,,,
2015/6/26,24,26,中雨~大雨,北风~东风,微风,,,
2015/6/27,22,24,大雨,东风,微风,,,
2015/6/28,21,24,大雨~阵雨,东风,微风,,,
2015/6/29,22,27,阵雨~阴,东南风~南风,微风,,,
2015/6/30,22,33,雷雨~中雨,西南风~西北风,微风,,,
2015/7/1,19,25,小雨~阴,北风~东风,微风,,,
2015/7/2,22,29,多云,东南风,微风,,,
2015/7/3,22,30,多云~阴,东风,微风,,,
2015/7/4,21,24,阵雨~阴,东风,微风,,,
2015/7/5,20,24,阵雨,东风,微风,,,
2015/7/6,19,22,中雨,东北风,微风,,,
2015/7/7,20,23,小雨,东北风,微风,,,
2015/7/8,22,26,小雨~阴,东北风,微风,,,
2015/7/9,23,28,阴,东北风,微风,,,
2015/7/10,24,29,阴~中雨,东北风,4-5级~5-6级,,,
2015/7/11,24,25,暴雨~中雨,东北风,5-6级~4-5级,,,
2015/7/12,24,27,小雨~多云,西北风~西风,4-5级~微风,,,
2015/7/13,25,33,多云,西风~南风,微风,,,
2015/7/14,24,34,多云,东南风,微风,,,
2015/7/15,24,32,多云,东风,微风,,,
2015/7/16,24,30,多云~阴,东风,微风,,,
2015/7/17,24,28,阴~小雨,东南风,微风,,,
2015/7/18,24,28,阵雨,东南风,微风,,,
2015/7/19,25,31,多云~阴,东南风~东风,微风,,,
2015/7/20,26,31,多云,东风,微风,,,
2015/7/21,26,31,多云~阴,东北风,微风,,,
2015/7/22,26,30,阵雨,东风,微风,,,
2015/7/23,26,31,小雨~阴,南风,微风,,,
2015/7/24,27,33,中雨~阴,南风,微风,,,
2015/7/25,27,34,阵雨~多云,南风,微风,,,
2015/7/26,27,35,雷阵雨~多云,南风,微风,,,
2015/7/27,28,36,雷阵雨~多云,西南风~南风,微风,,,
2015/7/28,30,38,晴,西南风,微风,,,
2015/7/29,30,38,晴,西南风~南风,微风,,,
2015/7/30,29,37,多云~晴,西南风,微风,,,
2015/7/31,29,37,晴,西南风~南风,微风,,,
2015/8/1,29,38,晴,南风,微风,,,
2015/8/2,29,38,晴,西南风~南风,微风,,,
2015/8/3,28,38,晴,南风,微风~3-4级,,,
2015/8/4,28,38,晴,南风,微风,,,
2015/8/5,27,37,晴~多云,东南风,微风,,,
2015/8/6,27,36,晴~多云,东南风,微风,,,
2015/8/7,28,34,阵雨,东风,3-4级,,,
2015/8/8,27,32,阵雨,东风~东南风,3-4级~4-5级,,,
2015/8/9,28,31,中雨~阵雨,东风~东南风,3-4级,,,
2015/8/10,27,30,中雨,东南风~南风,微风,,,
2015/8/11,24,29,阵雨,南风~西风,微风,,,
2015/8/12,25,30,多云,北风~东南风,微风,,,
2015/8/13,25,32,多云,东南风,微风,,,
2015/8/14,25,32,多云~小雨,东南风,微风,,,
2015/8/15,26,31,阴~阵雨,东风,微风,,,
2015/8/16,25,29,阵雨~多云,东北风,微风,,,
2015/8/17,25,31,多云,东北风,微风,,,
2015/8/18,25,31,多云,东风,微风,,,
2015/8/19,26,33,多云,东风~东南风,微风,,,
2015/8/20,25,32,小雨,南风~西北风,微风,,,
2015/8/21,24,29,阵雨~中雨,东北风,微风,,,
2015/8/22,22,25,中雨,北风~东北风,微风,,,
2015/8/23,23,26,大雨~中雨,东北风,微风~3-4级,,,
2015/8/24,23,26,暴雨~小雨,东北风~北风,3-4级~微风,,,
2015/8/25,23,29,多云,西北风,微风,,,
2015/8/26,24,29,多云,西风,微风,,,
2015/8/27,24,31,雷阵雨,西风,微风,,,
2015/8/28,24,31,多云,东风~东北风,微风,,,
2015/8/29,23,30,多云,东北风~东风,微风,,,
2015/8/30,23,30,多云,东北风,微风,,,
2015/8/31,24,30,多云,东北风,微风,,,
2015/9/1,24,31,阵雨,东风,微风,,,
2015/9/2,24,30,多云,西北风,微风,,,
2015/9/3,24,31,多云,西北风,微风,,,
2015/9/4,24,31,多云~大雨,东南风~西南风,微风~3-4级,,,
2015/9/5,24,28,中雨~阴,西南风~西北风,4-5级~3-4级,,,
2015/9/6,23,29,多云~阵雨,西北风~北风,微风,,,
2015/9/7,23,29,阴~多云,东北风,微风,,,
2015/9/8,22,29,多云,东北风,微风,,,
2015/9/9,22,29,晴~多云,东北风,微风,,,
2015/9/10,22,29,晴,北风,微风,,,
2015/9/11,22,30,多云~小雨,西北风,微风,,,
2015/9/12,20,25,小雨~多云,西北风,微风,,,
2015/9/13,21,26,多云~阴,东北风~东风,微风,,,
2015/9/14,22,27,多云~阵雨,东风,微风,,,
2015/9/15,20,23,阵雨,东北风,微风,,,
2015/9/16,20,26,小雨~多云,东北风,微风,,,
2015/9/17,21,28,多云,东北风,微风,,,
2015/9/18,21,27,多云,东北风,微风,,,
2015/9/19,21,28,多云,东北风,微风,,,
2015/9/20,21,27,阴~多云,东北风,微风,,,
2015/9/21,22,29,多云,东风,微风,,,
2015/9/22,22,28,小雨~中雨,东风~东南风,微风,,,
2015/9/23,21,25,小雨~多云,西北风,微风,,,
2015/9/24,22,27,多云~小雨,西北风~北风,微风,,,
2015/9/25,22,27,阴~多云,北风,微风,,,
2015/9/26,21,29,多云,东北风,微风,,,
2015/9/27,22,28,晴~多云,东北风,微风~3-4级,,,
2015/9/28,23,28,小雨~中雨,东北风,3-4级,,,
2015/9/29,22,24,中雨~小雨,东风,4-5级,,,
2015/9/30,24,29,阵雨~中雨,南风~西南风,3-4级,,,
2015/10/1,17,25,小雨~多云,西北风,4-5级~3-4级,,,
2015/10/2,18,25,晴,东南风~南风,微风,,,
2015/10/3,20,27,晴~多云,东南风~东风,微风,,,
2015/10/4,20,25,阵雨~中雨,东风,微风,,,
2015/10/5,18,21,小雨,东风,微风,,,
2015/10/6,20,24,阴,东风,微风,,,
2015/10/7,20,24,小雨,东南风,微风,,,
2015/10/8,18,22,小雨,东北风,微风,,,
2015/10/9,17,24,阴~多云,北风~西风,微风,,,
2015/10/10,13,24,多云~晴,西风~西北风,微风~3-4级,,,
