ymd,low,high,tianqi,fengxiang,fengli,aqi,aqiLevel,aqiInfo
2016/11/26,6,11,小雨~阴,北风,3-4级,48,1,优
2016/11/27,7,12,多云~晴,西北风,1-2级,124,3,轻度污染
2016/11/28,9,13,多云,北风,1-2级,97,2,良
2016/11/29,10,13,阴~小雨,东北风,1-2级,44,1,优
2016/11/30,8,15,阴~多云,西北风,1-2级,71,2,良
2016/12/1,8,14,多云,北风,1-2级,133,3,轻度污染
2016/12/2,9,14,多云,东北风,1-2级,53,2,良
2016/12/3,10,15,多云~小雨,东风,1-2级,46,1,优
2016/12/4,9,16,多云,西南风,1-2级,98,2,良
2016/12/5,9,18,多云~阴,西南风,1-2级,162,4,中度污染
2016/12/6,6,13,多云~晴,东北风,1-2级,64,2,良
2016/12/7,7,14,晴~多云,南风,1-2级,125,3,轻度污染
2016/12/8,8,15,晴,南风,1-2级,165,4,中度污染
2016/12/9,9,14,晴~多云,北风,1-2级,135,3,轻度污染
2016/12/10,9,12,多云~阴,东北风,1-2级,33,1,优
2016/12/11,10,14,多云,东风,1-2级,32,1,优
2016/12/12,11,16,多云~小雨,西南风,1-2级,51,2,良
2016/12/13,7,14,小雨,北风,1-2级,54,2,良
2016/12/14,2,8,多云~晴,北风,3-4级,38,1,优
2016/12/15,3,7,晴,西北风,3-4级,79,2,良
2016/12/16,3,8,晴,北风,1-2级,176,4,中度污染
2016/12/17,5,12,晴~多云,东南风,1-2级,157,4,中度污染
2016/12/18,11,16,阴~多云,东南风,1-2级,56,2,良
2016/12/19,13,18,多云~小雨,东风,1-2级,94,2,良
2016/12/20,13,15,中雨~小雨,东风,1-2级,65,2,良
2016/12/21,8,18,中雨~小雨,东南风,1-2级,45,1,优
2016/12/22,6,10,阴~多云,西北风,3-4级,101,3,轻度污染
2016/12/23,5,10,多云,西北风,1-2级,185,4,中度污染
2016/12/24,9,11,多云~阴,东北风,1-2级,44,1,优
2016/12/25,11,13,小雨,东风,1-2级,30,1,优
2016/12/26,5,13,小雨,西北风,1-2级,35,1,优
2016/12/27,1,7,阴,西北风,4-5级,46,1,优
2016/12/28,3,7,多云~晴,北风,1-2级,52,2,良
2016/12/29,3,7,多云,北风,3-4级,82,2,良
2016/12/30,4,9,多云,东北风,1-2级,79,2,良
2016/12/31,6,13,晴,东风,1-2级,68,2,良
2017/1/1,10,16,晴~多云,东南风,1-2级,54,2,良
2017/1/2,8,15,多云,北风,1-2级,92,2,良
2017/1/3,9,14,晴~多云,东风,1-2级,131,3,轻度污染
2017/1/4,11,15,小雨~中雨,东风,1-2级,75,2,良
2017/1/5,11,12,中雨~小雨,东风,1-2级,44,1,优
2017/1/6,11,14,小雨~中雨,东风,1-2级,36,1,优
2017/1/7,9,13,小雨,东风,1-2级,29,1,优
2017/1/8,5,10,小雨~阴,西北风,3-4级,105,3,轻度污染
2017/1/9,4,8,多云,北风,1-2级,82,2,良
2017/1/10,6,9,多云~阴,北风,1-2级,109,3,轻度污染
2017/1/11,5,9,小雨,东北风,1-2级,50,1,优
2017/1/12,3,8,小雨~多云,西北风,1-2级,72,2,良
2017/1/13,2,11,晴,西北风,1-2级,127,3,轻度污染
2017/1/14,3,8,多云~阴,北风,1-2级,47,1,优
2017/1/15,2,7,多云,东北风,1-2级,27,1,优
2017/1/16,5,8,多云,东北风,1-2级,31,1,优
2017/1/17,7,10,阴~小雨,东风,1-2级,58,2,良
2017/1/18,7,9,小雨,东风,1-2级,50,1,优
2017/1/19,0,9,小雨~阴,北风,1-2级,102,3,轻度污染
2017/1/20,-1,3,晴~多云,西北风,3-4级,103,3,轻度污染
2017/1/21,0,6,晴~多云,西风,1-2级,48,1,优
2017/1/22,0,6,晴,西北风,1-2级,70,2,良
2017/1/23,1,7,晴,北风,1-2级,39,1,优
2017/1/24,3,9,多云,东北风,1-2级,40,1,优
2017/1/25,4,10,多云~晴,东风,1-2级,75,2,良
2017/1/26,5,13,晴~多云,南风,1-2级,77,2,良
2017/1/27,5,10,多云,东北风,3-4级,77,2,良
2017/1/28,8,15,多云,东南风,1-2级,63,2,良
2017/1/29,4,20,多云~小雨,西南风,1-2级,82,2,良
2017/1/30,2,6,多云,北风,3-4级,42,1,优
2017/1/31,3,7,多云~小雨,东北风,1-2级,26,1,优
2017/2/1,4,7,多云,北风,3-4级,40,1,优
2017/2/2,5,7,多云~小雨,东北风,1-2级,46,1,优
2017/2/3,8,10,小雨,东南风,1-2级,27,1,优
2017/2/4,6,11,小雨~阴,西北风,1-2级,68,2,良
2017/2/5,4,12,晴,西北风,1-2级,146,3,轻度污染
2017/2/6,3,10,晴~多云,东北风,3-4级,104,3,轻度污染
2017/2/7,5,9,阴~小雨,东北风,1-2级,29,1,优
2017/2/8,1,6,小雨~雨夹雪,北风,3-4级,27,1,优
2017/2/9,-1,5,多云~晴,西北风,3-4级,94,2,良
2017/2/10,-1,6,晴,西北风,3-4级,65,2,良
2017/2/11,1,8,晴,西北风,1-2级,58,2,良
2017/2/12,2,11,晴,西风,1-2级,89,2,良
2017/2/13,4,13,晴,南风,1-2级,84,2,良
2017/2/14,6,14,晴~多云,东南风,1-2级,90,2,良
2017/2/15,8,15,晴~阴,东南风,1-2级,93,2,良
2017/2/16,8,19,阵雨~多云,西南风,1-2级,59,2,良
2017/2/17,6,12,小雨,东北风,3-4级,81,2,良
2017/2/18,6,12,多云~晴,东风,1-2级,35,1,优
2017/2/19,7,19,多云~小雨,南风,3-4级,55,2,良
2017/2/20,5,14,小雨~阴,东北风,3-4级,79,2,良
2017/2/21,6,11,小雨,东南风,3-4级,45,1,优
2017/2/22,4,10,小雨~阴,西北风,3-4级,66,2,良
2017/2/23,2,7,阴~多云,西北风,3-4级,116,3,轻度污染
2017/2/24,2,9,多云,北风,1-2级,58,2,良
2017/2/25,4,12,多云,西南风,1-2级,102,3,轻度污染
2017/2/26,6,14,多云~晴,西南风,1-2级,153,4,中度污染
2017/2/27,7,14,晴,东北风,1-2级,78,2,良
2017/2/28,8,15,多云,东南风,1-2级,59,2,良
2017/3/1,4,15,小雨,西北风,3-4级,73,2,良
2017/3/2,2,9,晴,西北风,1-2级,67,2,良
2017/3/3,6,13,多云,东南风,1-2级,71,2,良
2017/3/4,10,18,多云~阵雨,东南风,1-2级,79,2,良
2017/3/5,7,13,小雨~阴,北风,1-2级,92,2,良
2017/3/6,4,12,多云,东北风,3-4级,53,2,良
2017/3/7,5,14,晴~多云,西风,1-2级,59,2,良
2017/3/8,6,13,晴,西北风,1-2级,61,2,良
2017/3/9,8,17,晴~多云,西南风,1-2级,100,2,良
2017/3/10,10,19,多云,南风,1-2级,93,2,良
2017/3/11,11,15,多云~阴,东南风,1-2级,72,2,良
2017/3/12,8,15,小雨~中雨,东风,1-2级,47,1,优
2017/3/13,7,11,中雨~阴,东北风,3-4级,46,1,优
2017/3/14,5,12,多云~晴,北风,1-2级,48,1,优
2017/3/15,7,14,多云~阴,东北风,1-2级,51,2,良
2017/3/16,7,12,阴~多云,东风,1-2级,40,1,优
2017/3/17,9,14,多云~小雨,东风,1-2级,52,2,良
2017/3/18,11,14,阴~小雨,东风,1-2级,46,1,优
2017/3/19,11,13,小雨~中雨,东风,1-2级,54,2,良
2017/3/20,9,13,小雨~阴,东风,1-2级,61,2,良
2017/3/21,8,15,多云~阴,北风,1-2级,86,2,良
2017/3/22,9,11,小雨,东风,1-2级,32,1,优
2017/3/23,8,12,阴~小雨,东北风,1-2级,33,1,优
2017/3/24,8,12,小雨~阴,东北风,1-2级,57,2,良
2017/3/25,8,16,多云,北风,1-2级,97,2,良
2017/3/26,8,17,多云~晴,西北风,3-4级,108,3,轻度污染
2017/3/27,12,20,晴,西南风,1-2级,88,2,良
2017/3/28,11,21,多云~阴,南风,3-4级,68,2,良
2017/3/29,10,18,多云,北风,1-2级,85,2,良
2017/3/30,9,14,小雨~中雨,东风,3-4级,61,2,良
2017/3/31,8,15,阴~晴,北风,3-4级,55,2,良
2017/4/1,8,16,多云,西北风,1-2级,89,2,良
2017/4/2,10,21,晴,西北风,1-2级,112,3,轻度污染
2017/4/3,13,22,晴~多云,东南风,1-2级,90,2,良
2017/4/4,15,19,多云~小雨,东南风,3-4级,68,2,良
2017/4/5,16,21,小雨,南风,1-2级,61,2,良
2017/4/6,15,22,中雨,东北风,1-2级,97,2,良
2017/4/7,13,18,阵雨~阴,北风,1-2级,63,2,良
2017/4/8,13,20,多云~阵雨,东风,1-2级,83,2,良
2017/4/9,11,13,阵雨~小雨,东北风,3-4级,50,1,优
2017/4/10,11,15,小雨,北风,1-2级,41,1,优
2017/4/11,11,14,小雨~多云,北风,1-2级,71,2,良
2017/4/12,10,17,多云~晴,东北风,1-2级,93,2,良
2017/4/13,12,21,晴,东南风,3-4级,64,2,良
2017/4/14,16,25,晴,南风,1-2级,65,2,良
2017/4/15,18,30,晴~多云,西南风,1-2级,70,2,良
2017/4/16,19,27,阵雨~中雨,东南风,1-2级,66,2,良
2017/4/17,16,25,阵雨~多云,西风,3-4级,74,2,良
2017/4/18,15,28,晴,西北风,3-4级,89,2,良
2017/4/19,17,25,多云~阵雨,东南风,3-4级,81,2,良
2017/4/20,15,24,小雨~阴,西北风,1-2级,70,2,良
2017/4/21,14,23,阴~多云,西北风,1-2级,73,2,良
2017/4/22,12,21,多云~晴,西北风,1-2级,57,2,良
2017/4/23,14,23,晴,东南风,1-2级,67,2,良
2017/4/24,16,25,晴~多云,东南风,1-2级,73,2,良
2017/4/25,16,25,阵雨~中雨,东南风,1-2级,64,2,良
2017/4/26,14,20,小雨~阴,东北风,3-4级,41,1,优
2017/4/27,14,22,多云~晴,北风,1-2级,46,1,优
2017/4/28,17,26,晴,西南风,1-2级,72,2,良
2017/4/29,18,28,晴,西南风,1-2级,89,2,良
2017/4/30,19,30,晴~多云,南风,1-2级,77,2,良
2017/5/1,18,29,多云~小雨,东南风,1-2级,54,2,良
2017/5/2,18,21,中雨~小雨,东风,3-4级,35,1,优
2017/5/3,18,22,阴~小雨,东南风,1-2级,36,1,优
2017/5/4,18,23,中雨~阴,东南风,3-4级,37,1,优
2017/5/5,17,23,小雨~多云,西北风,1-2级,65,2,良
2017/5/6,16,24,多云,东北风,1-2级,125,3,轻度污染
2017/5/7,18,26,多云~阵雨,东南风,1-2级,150,3,轻度污染
2017/5/8,18,20,中雨~阵雨,东南风,3-4级,75,2,良
2017/5/9,18,24,多云~晴,西风,3-4级,65,2,良
2017/5/10,20,30,晴~多云,南风,1-2级,97,2,良
2017/5/11,18,32,多云~中雨,南风,1-2级,87,2,良
2017/5/12,18,21,中雨~多云,东北风,3-4级,53,2,良
2017/5/13,19,31,晴,西南风,1-2级,77,2,良
2017/5/14,19,27,多云,东北风,1-2级,85,2,良
2017/5/15,18,24,阵雨~小雨,东风,1-2级,57,2,良
2017/5/16,17,22,阵雨~多云,东北风,1-2级,41,1,优
2017/5/17,17,28,晴,东南风,1-2级,51,2,良
2017/5/18,19,29,晴~多云,东南风,1-2级,53,2,良
2017/5/19,20,27,多云,东南风,3-4级,54,2,良
2017/5/20,20,27,多云,东南风,3-4级,44,1,优
2017/5/21,20,27,多云,东南风,3-4级,41,1,优
2017/5/22,21,28,多云,东南风,1-2级,36,1,优
2017/5/23,20,27,阵雨,东南风,1-2级,37,1,优
2017/5/24,18,24,小雨~多云,北风,3-4级,31,1,优
2017/5/25,19,29,多云~晴,北风,1-2级,56,2,良
2017/5/26,19,28,晴,东北风,1-2级,76,2,良
2017/5/27,21,30,晴,东南风,1-2级,57,2,良
2017/5/28,21,32,晴,东风,1-2级,67,2,良
2017/5/29,22,32,晴~多云,东南风,1-2级,45,1,优
2017/5/30,24,31,多云~阴,东南风,3-4级,45,1,优
2017/5/31,24,31,小雨~阴,西南风,1-2级,73,2,良
2017/6/1,22,32,阵雨~阴,东南风,1-2级,109,3,轻度污染
2017/6/2,19,29,多云~晴,东北风,1-2级,81,2,良
2017/6/3,20,29,晴~多云,东风,1-2级,41,1,优
2017/6/4,21,28,晴~多云,东风,1-2级,38,1,优
2017/6/5,21,24,中雨,东风,3-4级,37,1,优
2017/6/6,21,26,阵雨~多云,南风,1-2级,46,1,优
2017/6/7,21,30,多云,西北风,1-2级,80,2,良
2017/6/8,23,31,晴~多云,东南风,1-2级,123,3,轻度污染
2017/6/9,23,30,多云~中雨,南风,1-2级,101,3,轻度污染
2017/6/10,22,26,暴雨~小雨,东风,3-4级,45,1,优
2017/6/11,21,27,多云~阵雨,东北风,1-2级,34,1,优
2017/6/12,21,24,阵雨,东风,1-2级,34,1,优
2017/6/13,20,25,阵雨~阴,东风,1-2级,33,1,优
2017/6/14,20,26,多云,东北风,1-2级,39,1,优
2017/6/15,21,27,多云,东南风,1-2级,51,2,良
2017/6/16,20,28,多云,东南风,1-2级,57,2,良
2017/6/17,21,29,晴~多云,东风,1-2级,60,2,良
2017/6/18,22,28,多云~阴,东南风,3-4级,49,1,优
2017/6/19,23,27,阵雨,东南风,1-2级,33,1,优
2017/6/20,23,28,阵雨~阴,东风,1-2级,44,1,优
2017/6/21,23,28,阵雨~阴,东南风,1-2级,51,2,良
2017/6/22,22,27,阴,东风,1-2级,29,1,优
2017/6/23,23,27,阵雨~中雨,东风,1-2级,73,2,良
2017/6/24,23,27,中雨~阵雨,东南风,1-2级,48,1,优
2017/6/25,22,26,中雨~小雨,西南风,1-2级,68,2,良
2017/6/26,22,28,阵雨~阴,西风,1-2级,114,3,轻度污染
2017/6/27,23,29,雷阵雨~阴,南风,1-2级,128,3,轻度污染
2017/6/28,23,28,阵雨~大雨,东南风,1-2级,76,2,良
2017/6/29,24,28,中雨~阵雨,东南风,1-2级,49,1,优
2017/6/30,26,31,阵雨~多云,南风,1-2级,56,2,良
2017/7/1,26,34,雷阵雨~多云,南风,1-2级,68,2,良
2017/7/2,26,34,阵雨~阴,南风,3-4级,40,1,优
2017/7/3,26,33,中雨~阴,南风,1-2级,47,1,优
2017/7/4,25,34,雷阵雨~阵雨,西南风,1-2级,39,1,优
2017/7/5,26,34,小雨,南风,1-2级,55,2,良
2017/7/6,27,34,雷阵雨~多云,南风,1-2级,54,2,良
2017/7/7,28,34,雷阵雨~多云,西南风,1-2级,54,2,良
2017/7/8,28,35,中雨~小雨,南风,1-2级,54,2,良
2017/7/9,27,34,阵雨~阴,南风,1-2级,42,1,优
2017/7/10,25,33,小雨,西南风,3-4级,42,1,优
2017/7/11,28,33,阵雨~多云,南风,1-2级,51,2,良
2017/7/12,28,37,小雨~多云,南风,1-2级,71,2,良
2017/7/13,29,37,多云,南风,1-2级,79,2,良
2017/7/14,29,36,阴~多云,西南风,1-2级,79,2,良
2017/7/15,28,37,晴~多云,南风,3-4级,72,2,良
2017/7/16,29,37,多云~晴,南风,1-2级,56,2,良
2017/7/17,29,37,晴~多云,南风,1-2级,40,1,优
2017/7/18,29,37,晴~多云,西南风,1-2级,75,2,良
2017/7/19,29,37,多云,西南风,1-2级,80,2,良
2017/7/20,30,39,晴~多云,西南风,1-2级,78,2,良
2017/7/21,30,40,晴~多云,西南风,1-2级,89,2,良
2017/7/22,31,40,多云~晴,南风,1-2级,90,2,良
2017/7/23,30,40,晴~多云,南风,1-2级,85,2,良
2017/7/24,31,40,晴~多云,南风,1-2级,91,2,良
2017/7/25,30,40,晴~多云,北风,1-2级,90,2,良
2017/7/26,29,38,晴~多云,东风,1-2级,84,2,良
2017/7/27,29,37,晴~多云,东南风,1-2级,74,2,良
2017/7/28,29,36,晴~多云,东南风,1-2级,38,1,优
2017/7/29,29,36,阵雨~多云,东南风,1-2级,31,1,优
2017/7/30,28,32,大雨~小雨,东南风,3-4级,34,1,优
2017/7/31,29,34,雷阵雨,东南风,4-5级,39,1,优
2017/8/1,29,35,中雨~多云,东南风,4-5级,45,1,优
2017/8/2,29,35,多云,东南风,3-4级,41,1,优
2017/8/3,29,36,晴~多云,东南风,4-5级,58,2,良
2017/8/4,29,37,多云~雷阵雨,东南风,1-2级,68,2,良
2017/8/5,28,35,中雨~小雨,西北风,1-2级,81,2,良
2017/8/6,28,35,多云,西风,1-2级,122,3,轻度污染
2017/8/7,28,38,特大暴雨~多云,北风,1-2级,116,3,轻度污染
2017/8/8,28,35,小雨,西南风,3-4级,57,2,良
2017/8/9,26,28,中雨~大雨,西风,3-4级,30,1,优
2017/8/10,27,33,小雨~多云,西风,1-2级,71,2,良
2017/8/11,28,35,小雨~多云,南风,1-2级,104,3,轻度污染
2017/8/12,28,32,阴~小雨,东风,1-2级,67,2,良
2017/8/13,28,34,小雨,南风,1-2级,52,2,良
2017/8/14,26,32,小雨~中雨,西风,1-2级,36,1,优
2017/8/15,26,34,小雨,西风,1-2级,81,2,良
2017/8/16,26,32,大雨~中雨,西南风,1-2级,59,2,良
2017/8/17,27,33,小雨,东北风,1-2级,56,2,良
2017/8/18,26,33,小雨~多云,东南风,1-2级,55,2,良
2017/8/19,27,35,阴~多云,南风,3-4级,70,2,良
2017/8/20,26,33,中雨,西南风,1-2级,35,1,优
2017/8/21,27,33,小雨~多云,东风,1-2级,49,1,优
2017/8/22,27,34,小雨~阴,东南风,3-4级,28,1,优
2017/8/23,28,35,多云,东南风,3-4级,34,1,优
2017/8/24,28,36,小雨~多云,东南风,1-2级,47,1,优
2017/8/25,26,34,中雨,西风,1-2级,54,2,良
2017/8/26,26,30,小雨,东北风,3-4级,36,1,优
2017/8/27,28,33,小雨~多云,东南风,1-2级,34,1,优
2017/8/28,27,36,小雨~多云,南风,1-2级,49,1,优
2017/8/29,26,31,暴雨,东北风,1-2级,40,1,优
2017/8/30,25,28,小雨~多云,东北风,1-2级,35,1,优
2017/8/31,24,27,多云~阵雨,东北风,1-2级,39,1,优
2017/9/1,22,29,晴~多云,东北风,3-4级,43,1,优
2017/9/2,25,29,阴~多云,东风,1-2级,46,1,优
2017/9/3,26,29,小雨~多云,东风,1-2级,36,1,优
2017/9/4,26,30,阴~多云,东南风,3-4级,33,1,优
2017/9/5,27,34,小雨~阴,西南风,1-2级,54,2,良
2017/9/6,24,31,小雨~大雨,东北风,1-2级,80,2,良
2017/9/7,24,27,小雨~多云,北风,1-2级,44,1,优
2017/9/8,24,29,多云~阴,东北风,1-2级,31,1,优
2017/9/9,25,28,阵雨,东风,1-2级,35,1,优
2017/9/10,24,33,小雨,东南风,3-4级,47,1,优
2017/9/11,24,28,小雨,西北风,1-2级,41,1,优
2017/9/12,23,28,晴~多云,东北风,3-4级,43,1,优
2017/9/13,23,28,晴,东北风,1-2级,62,2,良
2017/9/14,23,27,阴~小雨,无持续风向,4-5级,44,1,优
2017/9/15,23,27,小雨~阴,北风,4-5级,39,1,优
2017/9/16,22,27,阴~多云,北风,5-6级,39,1,优
2017/9/17,20,29,多云,西风,1-2级,43,1,优
2017/9/18,23,29,晴~多云,东南风,1-2级,87,2,良
2017/9/19,22,30,多云~小雨,东南风,1-2级,103,3,轻度污染
2017/9/20,20,23,大雨~小雨,东风,1-2级,45,1,优
2017/9/21,20,24,小雨,东北风,1-2级,34,1,优
2017/9/22,21,25,小雨,东风,1-2级,46,1,优
2017/9/23,19,23,中雨~小雨,东风,1-2级,45,1,优
2017/9/24,20,23,小雨~大雨,东风,3-4级,27,1,优
2017/9/25,24,26,小雨,东南风,1-2级,27,1,优
2017/9/26,23,29,阴~小雨,西风,1-2级,69,2,良
2017/9/27,22,28,小雨,西北风,1-2级,79,2,良
2017/9/28,19,25,多云~晴,北风,1-2级,44,1,优
2017/9/29,20,25,多云~中雨,东风,1-2级,47,1,优
2017/9/30,21,24,小雨,东南风,3-4级,34,1,优
2017/10/1,23,31,小雨~大雨,南风,1-2级,45,1,优
2017/10/2,20,26,小雨,东北风,3-4级,45,1,优
2017/10/3,20,23,多云,东北风,3-4级,49,1,优
2017/10/4,18,22,阴~小雨,东北风,3-4级,35,1,优
2017/10/5,18,22,小雨,北风,1-2级,35,1,优
2017/10/6,17,22,阴~晴,西北风,1-2级,70,2,良
2017/10/7,20,25,多云,东风,1-2级,76,2,良
2017/10/8,21,28,晴,东风,3-4级,43,1,优
2017/10/9,22,29,多云,东南风,1-2级,41,1,优
2017/10/10,24,29,阴~小雨,东南风,1-2级,39,1,优
2017/10/11,21,23,小雨,北风,1-2级,27,1,优
2017/10/12,18,21,小雨~阴,东北风,1-2级,32,1,优
2017/10/13,18,21,多云~阴,东北风,3-4级,32,1,优
2017/10/14,18,20,小雨~中雨,东北风,3-4级,40,1,优
2017/10/15,18,20,大雨~暴雨,东北风,5-6级,31,1,优
2017/10/16,17,20,小雨,东北风,5-6级,28,1,优
2017/10/17,18,21,小雨~阴,东北风,3-4级,39,1,优
2017/10/18,17,21,小雨~多云,北风,3-4级,46,1,优
2017/10/19,17,21,小雨,北风,1-2级,43,1,优
2017/10/20,17,23,多云,北风,4-5级,37,1,优
2017/10/21,17,21,晴,北风,4-5级,48,1,优
2017/10/22,16,22,晴~多云,北风,4-5级,87,2,良
2017/10/23,15,20,多云,西北风,1-2级,61,2,良
2017/10/24,14,20,晴,北风,1-2级,50,1,优
2017/10/25,15,20,晴,东北风,1-2级,46,1,优
2017/10/26,15,21,多云,东北风,1-2级,47,1,优
2017/10/27,15,21,晴,东北风,1-2级,49,1,优
2017/10/28,16,22,晴~多云,北风,3-4级,55,2,良
2017/10/29,12,20,阴~晴,北风,4-5级,79,2,良
2017/10/30,12,15,多云,北风,1-2级,44,1,优
2017/10/31,13,18,多云,东北风,1-2级,43,1,优
2017/11/1,14,22,晴,东南风,1-2级,49,1,优
2017/11/2,14,22,多云,东风,1-2级,67,2,良
2017/11/3,11,21,多云,北风,4-5级,132,3,轻度污染
2017/11/4,11,15,多云,北风,3-4级,35,1,优
2017/11/5,13,17,多云,东风,1-2级,36,1,优
2017/11/6,16,21,多云~阴,东南风,1-2级,56,2,良
2017/11/7,15,21,小雨~多云,西风,1-2级,124,3,轻度污染
2017/11/8,13,22,多云~晴,东北风,4-5级,149,3,轻度污染
2017/11/9,14,21,晴~多云,东风,1-2级,48,1,优
2017/11/10,13,22,多云~阴,西北风,3-4级,70,2,良
2017/11/11,11,16,多云,北风,3-4级,49,1,优
2017/11/12,13,18,多云~阴,东北风,1-2级,51,2,良
2017/11/13,15,19,小雨,东风,1-2级,53,2,良
2017/11/14,13,18,小雨,东北风,4-5级,65,2,良
2017/11/15,13,18,多云,东北风,1-2级,60,2,良
2017/11/16,15,17,小雨,东风,1-2级,39,1,优
2017/11/17,12,20,小雨~多云,东北风,5-6级,26,1,优
2017/11/18,6,11,阴~多云,北风,5-6级,37,1,优
2017/11/19,9,11,晴~小雨,东北风,3-4级,44,1,优
2017/11/20,7,12,阴~多云,东北风,1-2级,32,1,优
2017/11/21,10,14,小雨,东北风,1-2级,68,2,良
2017/11/22,7,14,阴~多云,西北风,3-4级,91,2,良
2017/11/23,5,12,晴~多云,西北风,1-2级,74,2,良
2017/11/24,7,14,晴~多云,西风,1-2级,92,2,良
2017/11/25,9,16,多云,南风,1-2级,83,2,良
2017/11/26,8,17,晴,西北风,3-4级,90,2,良
2017/11/27,13,17,晴~多云,东风,1-2级,64,2,良
2017/11/28,12,18,小雨,西南风,3-4级,78,2,良
2017/11/29,9,14,小雨,东北风,3-4级,125,3,轻度污染
2017/11/30,8,12,阴,北风,3-4级,42,1,优
2017/12/1,7,12,多云,东北风,3-4级,63,2,良
2017/12/2,9,14,多云~阴,东风,1-2级,52,2,良
2017/12/3,9,15,小雨~多云,东北风,3-4级,63,2,良
2017/12/4,5,11,多云,西北风,3-4级,121,3,轻度污染
2017/12/5,2,7,晴,西北风,3-4级,54,2,良
2017/12/6,3,11,晴,南风,1-2级,75,2,良
2017/12/7,4,13,晴~多云,北风,1-2级,122,3,轻度污染
2017/12/8,3,8,晴~多云,北风,3-4级,60,2,良
2017/12/9,4,9,多云,西风,3-4级,69,2,良
2017/12/10,4,11,多云~晴,西北风,3-4级,100,2,良
2017/12/11,5,10,晴,北风,1-2级,102,3,轻度污染
2017/12/12,6,10,晴~多云,东北风,3-4级,45,1,优
2017/12/13,7,11,多云~阴,东北风,3-4级,37,1,优
2017/12/14,7,8,小雨~阴,东北风,1-2级,39,1,优
2017/12/15,6,9,小雨,东北风,1-2级,31,1,优
2017/12/16,1,8,多云~晴,西北风,4-5级,84,2,良
2017/12/17,-2,4,晴,西北风,3-4级,66,2,良
2017/12/18,2,8,晴,西风,1-2级,70,2,良
2017/12/19,3,10,晴,北风,4-5级,74,2,良
2017/12/20,3,10,晴,西风,1-2级,74,2,良
2017/12/21,4,9,晴,北风,1-2级,103,3,轻度污染
2017/12/22,8,14,晴,东南风,1-2级,94,2,良
2017/12/23,8,16,多云~阴,南风,1-2级,81,2,良
2017/12/24,5,12,晴,西北风,4-5级,168,4,中度污染
2017/12/25,3,9,晴~多云,西北风,3-4级,84,2,良
2017/12/26,5,11,晴,东北风,1-2级,63,2,良
2017/12/27,6,12,多云~阴,东风,1-2级,61,2,良
2017/12/28,10,12,小雨,东南风,1-2级,36,1,优
2017/12/29,9,13,阴,东风,3-4级,49,1,优
2017/12/30,9,12,小雨~多云,西北风,4-5级,87,2,良
2017/12/31,3,10,晴,西北风,1-2级,220,5,重度污染
